,cat,sub_cat,sql
14314,c4,s21,"SELECT DISTINCT title FROM vocals AS t1 JOIN songs AS t2 ON t1.songid  =  t2.songid EXCEPT SELECT t2.title FROM vocals AS t1 JOIN songs AS t2 ON t1.songid  =  t2.songid WHERE TYPE  =  ""back"""
14315,c3,s13,"SELECT TYPE FROM vocals AS T1 JOIN band AS T2 ON T1.bandmate  =  T2.id WHERE firstname  =  ""Solveig"" GROUP BY TYPE ORDER BY count(*) DESC LIMIT 1"
14316,c3,s13,"SELECT TYPE FROM vocals AS T1 JOIN band AS T2 ON T1.bandmate  =  T2.id WHERE firstname  =  ""Solveig"" GROUP BY TYPE ORDER BY count(*) DESC LIMIT 1"
14317,c4,s22,"SELECT TYPE FROM vocals AS T1 JOIN songs AS T2 ON T1.songid  =  T2.songid JOIN band AS T3 ON T1.bandmate  =  T3.id WHERE T3.lastname  =  ""Heilo"" AND T2.title  =  ""Der Kapitan"""
14318,c4,s22,"SELECT TYPE FROM vocals AS T1 JOIN songs AS T2 ON T1.songid  =  T2.songid JOIN band AS T3 ON T1.bandmate  =  T3.id WHERE T3.lastname  =  ""Heilo"" AND T2.title  =  ""Der Kapitan"""
14319,c4,s22,SELECT t2.firstname FROM Performance AS t1 JOIN Band AS t2 ON t1.bandmate  =  t2.id JOIN Songs AS T3 ON T3.SongId  =  T1.SongId GROUP BY firstname ORDER BY count(*) DESC LIMIT 1
14320,c4,s22,SELECT t2.firstname FROM Performance AS t1 JOIN Band AS t2 ON t1.bandmate  =  t2.id JOIN Songs AS T3 ON T3.SongId  =  T1.SongId GROUP BY firstname ORDER BY count(*) DESC LIMIT 1
14321,c3,s13,"SELECT TYPE FROM vocals AS T1 JOIN band AS T2 ON T1.bandmate  =  T2.id WHERE firstname  =  ""Marianne"" GROUP BY TYPE ORDER BY count(*) DESC LIMIT 1"
14322,c3,s13,"SELECT TYPE FROM vocals AS T1 JOIN band AS T2 ON T1.bandmate  =  T2.id WHERE firstname  =  ""Marianne"" GROUP BY TYPE ORDER BY count(*) DESC LIMIT 1"
14323,c4,s22,"SELECT T2.firstname ,  T2.lastname FROM Performance AS T1 JOIN Band AS T2 ON T1.bandmate  =  T2.id JOIN Songs AS T3 ON T3.SongId  =  T1.SongId WHERE T3.Title  =  ""Der Kapitan"" AND T1.StagePosition  =  ""back"""
14324,c4,s22,"SELECT T2.firstname ,  T2.lastname FROM Performance AS T1 JOIN Band AS T2 ON T1.bandmate  =  T2.id JOIN Songs AS T3 ON T3.SongId  =  T1.SongId WHERE T3.Title  =  ""Der Kapitan"" AND T1.StagePosition  =  ""back"""
14325,c4,s21,"SELECT DISTINCT title FROM vocals AS t1 JOIN songs AS t2 ON t1.songid  =  t2.songid EXCEPT SELECT t2.title FROM vocals AS t1 JOIN songs AS t2 ON t1.songid  =  t2.songid WHERE TYPE  =  ""back"""
14326,c4,s21,"SELECT DISTINCT title FROM vocals AS t1 JOIN songs AS t2 ON t1.songid  =  t2.songid EXCEPT SELECT t2.title FROM vocals AS t1 JOIN songs AS t2 ON t1.songid  =  t2.songid WHERE TYPE  =  ""back"""
14327,c4,s22,"SELECT T3.title FROM albums AS T1 JOIN tracklists AS T2 ON T1.aid  =  T2.albumid JOIN songs AS T3 ON T2.songid  =  T3.songid WHERE T1.title  =  ""A Kiss Before You Go: Live in Hamburg"""
14328,c4,s22,"SELECT T3.title FROM albums AS T1 JOIN tracklists AS T2 ON T1.aid  =  T2.albumid JOIN songs AS T3 ON T2.songid  =  T3.songid WHERE T1.title  =  ""A Kiss Before You Go: Live in Hamburg"""
14329,c4,s22,"SELECT T3.title FROM albums AS T1 JOIN tracklists AS T2 ON T1.aid  =  T2.albumid JOIN songs AS T3 ON T2.songid  =  T3.songid WHERE t1.label  =  ""Universal Music Group"""
14330,c4,s22,"SELECT T3.title FROM albums AS T1 JOIN tracklists AS T2 ON T1.aid  =  T2.albumid JOIN songs AS T3 ON T2.songid  =  T3.songid WHERE t1.label  =  ""Universal Music Group"""
14331,c4,s22,"SELECT count(DISTINCT T3.title) FROM albums AS T1 JOIN tracklists AS T2 ON T1.aid  =  T2.albumid JOIN songs AS T3 ON T2.songid  =  T3.songid WHERE t1.type  =  ""Studio"""
14332,c4,s22,"SELECT count(DISTINCT T3.title) FROM albums AS T1 JOIN tracklists AS T2 ON T1.aid  =  T2.albumid JOIN songs AS T3 ON T2.songid  =  T3.songid WHERE t1.type  =  ""Studio"""
14333,c2,s4,SELECT founder FROM manufacturers WHERE name  =  'Sony'
14334,c2,s4,SELECT founder FROM manufacturers WHERE name  =  'Sony'
14335,c2,s4,SELECT headquarter FROM manufacturers WHERE founder  =  'James'
14336,c2,s4,SELECT headquarter FROM manufacturers WHERE founder  =  'James'
14337,c2,s3,"SELECT name ,  headquarter FROM manufacturers ORDER BY revenue DESC"
14338,c2,s3,"SELECT name ,  headquarter FROM manufacturers ORDER BY revenue DESC"
14339,c2,s6,"SELECT avg(revenue) ,  max(revenue) ,  sum(revenue) FROM manufacturers"
14340,c2,s6,"SELECT avg(revenue) ,  max(revenue) ,  sum(revenue) FROM manufacturers"
14341,c2,s4,SELECT count(*) FROM manufacturers WHERE founder  =  'Andy'
14342,c2,s4,SELECT count(*) FROM manufacturers WHERE founder  =  'Andy'
14343,c2,s4,SELECT sum(revenue) FROM manufacturers WHERE headquarter  =  'Austin'
14344,c2,s4,SELECT sum(revenue) FROM manufacturers WHERE headquarter  =  'Austin'
14345,c2,s8,SELECT DISTINCT headquarter FROM manufacturers
14346,c2,s8,SELECT DISTINCT headquarter FROM manufacturers
14347,c3,s19,SELECT count(*) FROM manufacturers WHERE headquarter  =  'Tokyo' OR headquarter  =  'Beijing'
14348,c3,s19,SELECT count(*) FROM manufacturers WHERE headquarter  =  'Tokyo' OR headquarter  =  'Beijing'
14349,c3,s17,SELECT founder FROM manufacturers WHERE name LIKE 'S%'
14350,c3,s17,SELECT founder FROM manufacturers WHERE name LIKE 'S%'
14351,c3,s12,SELECT name FROM manufacturers WHERE revenue BETWEEN 100 AND 150
14352,c3,s12,SELECT name FROM manufacturers WHERE revenue BETWEEN 100 AND 150
14353,c3,s19,SELECT sum(revenue) FROM manufacturers WHERE Headquarter  =  'Tokyo' OR Headquarter  =  'Taiwan'
14354,c3,s19,SELECT sum(revenue) FROM manufacturers WHERE Headquarter  =  'Tokyo' OR Headquarter  =  'Taiwan'
14355,c4,s21,SELECT T1.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code WHERE T2.name  =  'Creative Labs' INTERSECT SELECT T1.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code WHERE T2.name  =  'Sony'
14356,c4,s21,SELECT T1.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code WHERE T2.name  =  'Creative Labs' INTERSECT SELECT T1.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code WHERE T2.name  =  'Sony'
14357,c2,s3,"SELECT name ,  headquarter ,  founder FROM manufacturers ORDER BY revenue DESC LIMIT 1"
14358,c2,s3,"SELECT name ,  headquarter ,  founder FROM manufacturers ORDER BY revenue DESC LIMIT 1"
14359,c2,s3,"SELECT name ,  headquarter ,  revenue FROM manufacturers ORDER BY revenue DESC"
14360,c2,s3,"SELECT name ,  headquarter ,  revenue FROM manufacturers ORDER BY revenue DESC"
14361,c5,s28,SELECT name FROM manufacturers WHERE revenue  >  (SELECT avg(revenue) FROM manufacturers)
14362,c5,s28,SELECT name FROM manufacturers WHERE revenue  >  (SELECT avg(revenue) FROM manufacturers)
14363,c5,s28,SELECT name FROM manufacturers WHERE revenue  <  (SELECT min(revenue) FROM manufacturers WHERE headquarter  =  'Austin')
14364,c5,s28,SELECT name FROM manufacturers WHERE revenue  <  (SELECT min(revenue) FROM manufacturers WHERE headquarter  =  'Austin')
14365,c5,s28,SELECT sum(revenue) FROM manufacturers WHERE revenue  >  (SELECT min(revenue) FROM manufacturers WHERE headquarter  =  'Austin')
14366,c5,s28,SELECT sum(revenue) FROM manufacturers WHERE revenue  >  (SELECT min(revenue) FROM manufacturers WHERE headquarter  =  'Austin')
14367,c2,s9,"SELECT sum(revenue) ,  founder FROM manufacturers GROUP BY founder"
14368,c2,s9,"SELECT sum(revenue) ,  founder FROM manufacturers GROUP BY founder"
14369,c2,s9,"SELECT name ,  max(revenue) ,  Headquarter FROM manufacturers GROUP BY Headquarter"
14370,c2,s9,"SELECT name ,  max(revenue) ,  Headquarter FROM manufacturers GROUP BY Headquarter"
14371,c2,s9,"SELECT sum(revenue) ,  name FROM manufacturers GROUP BY name"
14372,c2,s9,"SELECT sum(revenue) ,  name FROM manufacturers GROUP BY name"
14373,c3,s15,"SELECT avg(T1.price) ,  T2.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code GROUP BY T2.name"
14374,c3,s15,"SELECT avg(T1.price) ,  T2.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code GROUP BY T2.name"
14375,c3,s15,"SELECT count(DISTINCT T1.name) ,  T2.Headquarter FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code GROUP BY T2.Headquarter"
14376,c3,s15,"SELECT count(DISTINCT T1.name) ,  T2.Headquarter FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code GROUP BY T2.Headquarter"
14377,c5,s27,SELECT count(DISTINCT name) FROM products WHERE name NOT IN (SELECT T1.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code WHERE T2.name  =  'Sony')
14378,c5,s27,SELECT count(DISTINCT name) FROM products WHERE name NOT IN (SELECT T1.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code WHERE T2.name  =  'Sony')
14379,c4,s21,SELECT name FROM manufacturers EXCEPT SELECT T2.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code WHERE T1.name  =  'DVD drive'
14380,c4,s21,SELECT name FROM manufacturers EXCEPT SELECT T2.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code WHERE T1.name  =  'DVD drive'
14381,c3,s15,"SELECT count(*) ,  T2.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code GROUP BY T2.name"
14382,c3,s15,"SELECT count(*) ,  T2.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code GROUP BY T2.name"
14383,c1,s0,SELECT Name FROM Products
14384,c1,s0,SELECT Name FROM Products
14385,c1,s1,"SELECT name ,  price FROM products"
14386,c1,s1,"SELECT name ,  price FROM products"
14387,c2,s4,SELECT name FROM products WHERE price  <=  200
14388,c2,s4,SELECT name FROM products WHERE price  <=  200
14389,c3,s12,SELECT * FROM products WHERE price BETWEEN 60 AND 120
14390,c3,s12,SELECT * FROM products WHERE price BETWEEN 60 AND 120
14391,c2,s6,SELECT avg(price) FROM products
14392,c2,s6,SELECT avg(price) FROM products
14393,c2,s4,SELECT avg(price) FROM products WHERE Manufacturer  =  2
14394,c2,s4,SELECT avg(price) FROM products WHERE Manufacturer  =  2
14395,c2,s4,SELECT count(*) FROM products WHERE price >= 180
14396,c2,s4,SELECT count(*) FROM products WHERE price >= 180
14397,c2,s3,"SELECT name ,  price FROM products WHERE price  >=  180 ORDER BY price DESC ,  name ASC"
14398,c2,s3,"SELECT name ,  price FROM products WHERE price  >=  180 ORDER BY price DESC ,  name ASC"
14399,c1,s2,SELECT * FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer  =  T2.code
14400,c1,s2,SELECT * FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer  =  T2.code
14401,c2,s9,"SELECT AVG(Price) ,  Manufacturer FROM Products GROUP BY Manufacturer"
14402,c2,s9,"SELECT AVG(Price) ,  Manufacturer FROM Products GROUP BY Manufacturer"
14403,c3,s15,"SELECT avg(T1.Price) ,  T2.name FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer  =  T2.code GROUP BY T2.name"
14404,c3,s15,"SELECT avg(T1.Price) ,  T2.name FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer  =  T2.code GROUP BY T2.name"
14405,c3,s16,"SELECT avg(T1.Price) ,  T2.name FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer  =  T2.code GROUP BY T2.name HAVING avg(T1.price) >= 150"
14406,c3,s16,"SELECT avg(T1.Price) ,  T2.name FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer  =  T2.code GROUP BY T2.name HAVING avg(T1.price) >= 150"
14407,c2,s3,"SELECT name ,  price FROM Products ORDER BY price ASC LIMIT 1"
14408,c2,s3,"SELECT name ,  price FROM Products ORDER BY price ASC LIMIT 1"
14409,c3,s15,"SELECT T1.Name ,  max(T1.Price) ,  T2.name FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer  =  T2.code GROUP BY T2.name"
14410,c3,s15,"SELECT T1.Name ,  max(T1.Price) ,  T2.name FROM products AS T1 JOIN Manufacturers AS T2 ON T1.manufacturer  =  T2.code GROUP BY T2.name"
14411,c2,s9,"SELECT code ,  name ,  min(price) FROM products GROUP BY name"
14412,c2,s9,"SELECT code ,  name ,  min(price) FROM products GROUP BY name"
14413,c2,s3,SELECT problem_log_id FROM problem_log ORDER BY log_entry_date DESC LIMIT 1
14414,c2,s3,SELECT problem_log_id FROM problem_log ORDER BY log_entry_date DESC LIMIT 1
14415,c2,s3,"SELECT problem_log_id ,  problem_id FROM problem_log ORDER BY log_entry_date LIMIT 1"
14416,c2,s3,"SELECT problem_log_id ,  problem_id FROM problem_log ORDER BY log_entry_date LIMIT 1"
14417,c2,s4,"SELECT problem_log_id ,  log_entry_date FROM problem_log WHERE problem_id = 10"
14418,c2,s4,"SELECT problem_log_id ,  log_entry_date FROM problem_log WHERE problem_id = 10"
14419,c1,s1,"SELECT problem_log_id ,  log_entry_description FROM problem_log"
14420,c1,s1,"SELECT problem_log_id ,  log_entry_description FROM problem_log"
14421,c3,s13,"SELECT DISTINCT staff_first_name ,  staff_last_name FROM staff AS T1 JOIN problem_log AS T2 ON T1.staff_id = T2.assigned_to_staff_id WHERE T2.problem_id = 1"
14422,c3,s13,"SELECT DISTINCT staff_first_name ,  staff_last_name FROM staff AS T1 JOIN problem_log AS T2 ON T1.staff_id = T2.assigned_to_staff_id WHERE T2.problem_id = 1"
14423,c3,s13,"SELECT DISTINCT T2.problem_id ,  T2.problem_log_id FROM staff AS T1 JOIN problem_log AS T2 ON T1.staff_id = T2.assigned_to_staff_id WHERE T1.staff_first_name = ""Rylan"" AND T1.staff_last_name = ""Homenick"""
14424,c3,s13,"SELECT DISTINCT T2.problem_id ,  T2.problem_log_id FROM staff AS T1 JOIN problem_log AS T2 ON T1.staff_id = T2.assigned_to_staff_id WHERE T1.staff_first_name = ""Rylan"" AND T1.staff_last_name = ""Homenick"""
14425,c3,s13,"SELECT count(*) FROM product AS T1 JOIN problems AS T2 ON T1.product_id = T2.product_id WHERE T1.product_name = ""voluptatem"""
14426,c3,s13,"SELECT count(*) FROM product AS T1 JOIN problems AS T2 ON T1.product_id = T2.product_id WHERE T1.product_name = ""voluptatem"""
14427,c3,s15,"SELECT count(*) ,  T1.product_name FROM product AS T1 JOIN problems AS T2 ON T1.product_id = T2.product_id GROUP BY T1.product_name ORDER BY count(*) DESC LIMIT 1"
14428,c3,s15,"SELECT count(*) ,  T1.product_name FROM product AS T1 JOIN problems AS T2 ON T1.product_id = T2.product_id GROUP BY T1.product_name ORDER BY count(*) DESC LIMIT 1"
14429,c3,s13,"SELECT T1.problem_description FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop"""
14430,c3,s13,"SELECT T1.problem_description FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop"""
14431,c3,s13,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_last_name = ""Bosco"""
14432,c3,s13,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_last_name = ""Bosco"""
14433,c2,s4,"SELECT problem_id FROM problems WHERE date_problem_reported > ""1978-06-26"""
14434,c2,s4,"SELECT problem_id FROM problems WHERE date_problem_reported > ""1978-06-26"""
14435,c2,s4,"SELECT problem_id FROM problems WHERE date_problem_reported < ""1978-06-26"""
14436,c2,s4,"SELECT problem_id FROM problems WHERE date_problem_reported < ""1978-06-26"""
14437,c3,s15,"SELECT count(*) ,  T2.product_id FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id GROUP BY T2.product_id"
14438,c3,s15,"SELECT count(*) ,  T2.product_id FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id GROUP BY T2.product_id"
14439,c3,s13,"SELECT count(*) ,  T2.product_id FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id WHERE T1.date_problem_reported > ""1986-11-13"" GROUP BY T2.product_id"
14440,c3,s13,"SELECT count(*) ,  T2.product_id FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id WHERE T1.date_problem_reported > ""1986-11-13"" GROUP BY T2.product_id"
14441,c2,s3,SELECT DISTINCT product_name FROM product ORDER BY product_name
14442,c2,s3,SELECT DISTINCT product_name FROM product ORDER BY product_name
14443,c2,s3,SELECT DISTINCT product_name FROM product ORDER BY product_id
14444,c2,s3,SELECT DISTINCT product_name FROM product ORDER BY product_id
14445,c4,s21,"SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Dameon"" AND T2.staff_last_name = ""Frami"" UNION SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Jolie"" AND T2.staff_last_name = ""Weber"""
14446,c4,s21,"SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Dameon"" AND T2.staff_last_name = ""Frami"" UNION SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Jolie"" AND T2.staff_last_name = ""Weber"""
14447,c4,s21,"SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop"" AND T2.staff_last_name = ""Berge"" INTERSECT SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.closure_authorised_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Ashley"" AND T2.staff_last_name = ""Medhurst"""
14448,c4,s21,"SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop"" AND T2.staff_last_name = ""Berge"" INTERSECT SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.closure_authorised_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Ashley"" AND T2.staff_last_name = ""Medhurst"""
14449,c5,s27,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE date_problem_reported  <  ( SELECT min(date_problem_reported) FROM problems AS T3 JOIN staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = ""Lysanne"" AND T4.staff_last_name = ""Turcotte"" )"
14450,c5,s27,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE date_problem_reported  <  ( SELECT min(date_problem_reported) FROM problems AS T3 JOIN staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = ""Lysanne"" AND T4.staff_last_name = ""Turcotte"" )"
14451,c5,s27,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE date_problem_reported  >  ( SELECT max(date_problem_reported) FROM problems AS T3 JOIN staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = ""Rylan"" AND T4.staff_last_name = ""Homenick"" )"
14452,c5,s27,"SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE date_problem_reported  >  ( SELECT max(date_problem_reported) FROM problems AS T3 JOIN staff AS T4 ON T3.reported_by_staff_id = T4.staff_id WHERE T4.staff_first_name = ""Rylan"" AND T4.staff_last_name = ""Homenick"" )"
14453,c3,s15,SELECT T2.product_name FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id GROUP BY T2.product_name ORDER BY count(*) DESC LIMIT 3
14454,c3,s15,SELECT T2.product_name FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id GROUP BY T2.product_name ORDER BY count(*) DESC LIMIT 3
14455,c3,s13,"SELECT T1.problem_id FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id WHERE T2.product_name = ""voluptatem"" AND T1.date_problem_reported > ""1995"""
14456,c3,s13,"SELECT T1.problem_id FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id WHERE T2.product_name = ""voluptatem"" AND T1.date_problem_reported > ""1995"""
14457,c4,s21,"SELECT T3.staff_first_name ,  T3.staff_last_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T2.product_name = ""rem"" EXCEPT SELECT T3.staff_first_name ,  T3.staff_last_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T2.product_name = ""aut"""
14458,c4,s21,"SELECT T3.staff_first_name ,  T3.staff_last_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T2.product_name = ""rem"" EXCEPT SELECT T3.staff_first_name ,  T3.staff_last_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T2.product_name = ""aut"""
14459,c4,s21,"SELECT T2.product_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T3.staff_first_name = ""Lacey"" AND T3.staff_last_name = ""Bosco"" INTERSECT SELECT T2.product_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T3.staff_first_name = ""Kenton"" AND T3.staff_last_name = ""Champlin"""
14460,c4,s21,"SELECT T2.product_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T3.staff_first_name = ""Lacey"" AND T3.staff_last_name = ""Bosco"" INTERSECT SELECT T2.product_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T3.staff_first_name = ""Kenton"" AND T3.staff_last_name = ""Champlin"""
14461,c5,s28,SELECT count(*) FROM branch WHERE membership_amount  >  (SELECT avg(membership_amount) FROM branch)
14462,c5,s28,SELECT count(*) FROM branch WHERE membership_amount  >  (SELECT avg(membership_amount) FROM branch)
14463,c2,s3,"SELECT name ,  address_road ,  city FROM branch ORDER BY open_year"
14464,c2,s3,"SELECT name ,  address_road ,  city FROM branch ORDER BY open_year"
14465,c2,s3,SELECT name FROM branch ORDER BY membership_amount DESC LIMIT 3
